week,player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_pass,no_screen_grades_run,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_pass,npa_grades_run,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_pass,pa_grades_run,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_pass,screen_grades_run,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
0,Davis Webb,11842,QB,CAL,1,4.1,0,57,130,70.7,41,42,10.7,2.51,0,0,0.0,64.3,27,12,6.9,45,78.9,2,15,69.9,67.9,77.5,64.5,70.0,1,0,48,16.7,110.8,4.4,2,1,0,0,3,2,4.2,316,7.5,76.3,38,39,8.7,2.28,0,0,0.0,69.2,27,8,6.9,42,73.7,2,14,69.7,71.3,77.3,67.7,70.0,1,0,44,25.0,131.1,4.8,2,1,0,0,4,2,4.5,348,8.9,80.0,15,15,6.2,2.2,0,0,0.0,73.3,11,4,8.3,15,26.3,1,5,66.5,60.4,71.6,60.2,,0,0,16,0.0,89.0,0.0,0,0,0,0,0,0,0.0,93,6.2,0,100.0,12,12,-1.3,1.33,0,0,0.0,91.7,11,0,8.3,12,21.1,1,4,65.8,68.5,70.7,68.2,,0,0,12,,137.8,0.0,0,0,0,0,1,0,0.0,125,10.4,-2.72
0,Ikaika Woolsey,46495,QB,HAWAII,1,11.72,0,36,180,54.8,31,31,14.1,2.7,0,1,3.0,48.4,15,10,11.8,33,91.7,2,12,34.0,54.3,25.4,60.2,49.0,0,1,36,0.0,70.6,0.0,0,2,0,0,1,2,5.6,230,7.4,55.2,29,29,12.8,2.62,0,0,0.0,48.3,14,9,12.5,30,83.3,2,10,31.9,49.9,24.2,56.6,46.2,0,1,33,0.0,67.6,0.0,0,1,0,0,1,2,6.1,196,6.8,80.0,5,5,11.8,2.68,0,1,20.0,60.0,3,1,25.0,6,16.7,1,2,64.2,78.5,68.6,75.9,61.7,0,0,6,0.0,83.8,0.0,0,1,0,0,0,0,0.0,38,7.6,0,100.0,3,3,-2.3,1.87,0,0,0.0,66.7,2,0,33.3,3,8.3,1,0,62.7,64.1,66.6,63.9,,0,0,3,,70.1,0.0,0,0,0,0,0,0,0.0,4,1.3,0.84
week,player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_run,no_screen_grades_run_defense,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_pass,npa_grades_pass_route,npa_grades_run,npa_grades_run_defense,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_pass,pa_grades_pass_route,pa_grades_run,pa_grades_run_defense,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_pass,screen_grades_pass_route,screen_grades_run,screen_grades_run_defense,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
9,Luke Del Rio,46403,QB,FLORIDA,1,-20.3,0,29,163,84.2,19,23,5.2,3.17,0,0,0.0,52.2,12,9,25.0,26,89.7,4,8,,27.6,55.3,25.8,59.5,,51.6,1,1,28,22.2,63.3,7.7,2,1,0,3,1,1,3.6,118,5.1,88.2,17,19,2.8,2.85,0,0,0.0,63.2,12,6,20.0,21,72.4,3,8,,25.5,71.7,23.3,78.9,,51.6,1,0,22,16.7,96.2,4.8,1,1,0,1,1,0,0.0,109,5.7,80.0,5,7,6.8,3.49,0,0,0.0,42.9,3,3,25.0,8,27.6,1,1,,65.1,28.9,69.8,29.0,,,0,1,9,33.3,11.3,12.5,1,0,0,2,0,1,11.1,22,3.1,0,100.0,3,3,-6.0,1.8,0,0,0.0,100.0,3,0,0.0,3,10.3,0,1,,62.7,64.0,66.6,63.8,,,0,0,3,,84.7,0.0,0,0,0,0,0,0,0.0,13,4.3,-2.6
9,Jake Bentley,40788,QB,S CAROLINA,1,20.83,0,28,289,78.6,14,15,12.7,3.0,0,0,0.0,66.7,10,14,9.1,23,82.1,1,10,,69.5,80.8,76.7,78.9,,67.1,0,0,25,42.9,140.6,26.1,6,2,0,1,2,0,0.0,156,10.4,81.8,11,12,9.5,2.88,0,0,0.0,66.7,8,12,11.1,19,67.9,1,6,,69.1,74.9,76.4,71.1,,67.1,0,0,20,41.7,116.0,26.3,5,2,0,1,1,0,0.0,88,7.3,87.5,8,8,7.4,2.53,0,0,0.0,87.5,7,4,0.0,9,32.1,0,4,,65.4,80.5,70.1,79.9,,,0,0,10,25.0,147.4,11.1,1,0,0,0,1,0,0.0,79,9.9,0,100.0,5,5,-2.8,1.74,0,0,0.0,100.0,5,2,0.0,5,17.9,0,0,,63.8,65.6,68.1,65.3,,,0,0,5,0.0,79.2,0.0,0,0,0,0,0,0,0.0,11,2.2,2.55
9,Nathan Peterman,11926,QB,PITTSBURGH,1,27.06,0,28,268,60.0,20,21,12.7,2.67,1,1,4.0,57.1,12,4,0.0,27,96.4,0,10,66.7,19.4,46.0,76.4,54.1,87.9,32.4,0,1,31,0.0,97.8,0.0,0,4,0,0,1,4,12.9,263,12.5,56.3,16,17,9.7,2.91,1,0,0.0,52.9,9,2,0.0,20,71.4,0,6,,25.9,28.6,75.8,34.2,,34.0,0,1,23,0.0,54.3,0.0,0,3,0,0,0,3,13.0,133,7.8,80.0,5,5,19.4,1.86,0,1,14.3,80.0,4,2,0.0,8,28.6,0,5,66.7,19.0,89.6,70.4,90.0,87.9,55.9,0,0,10,0.0,158.3,0.0,0,1,0,0,1,1,10.0,134,26.8,0,100.0,1,1,-2.0,1.0,0,0,0.0,100.0,1,0,0.0,1,3.6,0,1,,61.8,60.9,65.5,60.8,,,0,0,2,,83.3,0.0,0,0,0,0,0,0,0.0,4,4.0,18.98
9,Dallas Davis,13241,QB,S ALABAMA,1,27.62,0,28,288,58.8,17,19,8.9,2.29,0,2,10.0,47.4,9,7,10.0,21,75.0,1,7,,70.3,71.3,76.5,67.6,,63.5,0,0,22,28.6,63.7,9.5,2,0,1,1,0,0,0.0,101,5.3,63.2,19,21,7.3,2.2,0,2,9.1,52.4,11,6,8.3,23,82.1,1,6,,70.4,71.5,76.7,68.0,,63.5,0,0,24,33.3,67.2,8.7,2,0,1,1,0,0,0.0,108,5.1,80.0,5,5,-4.0,2.44,0,0,0.0,80.0,4,1,0.0,5,17.9,0,1,,63.8,59.0,68.1,58.8,,,0,0,5,0.0,80.0,0.0,0,0,0,0,0,0,0.0,16,3.2,0,85.7,7,7,-4.6,2.11,0,0,0.0,85.7,6,0,0.0,7,25.0,0,0,,64.6,61.0,69.1,60.8,,,0,0,7,,80.4,0.0,0,0,0,0,0,0,0.0,23,3.3,-1.94
9,Jesse Ertz,46473,QB,KANSAS ST,1,3.03,0,28,199,57.1,21,22,13.5,2.55,0,0,0.0,54.5,12,3,0.0,22,78.6,0,8,,72.9,64.4,76.5,61.3,,63.7,0,0,23,0.0,85.8,0.0,0,0,0,1,1,1,4.3,122,5.5,66.7,21,22,11.3,2.38,0,0,0.0,63.6,14,3,0.0,22,78.6,0,9,,72.9,68.2,76.5,66.0,,63.7,0,0,23,0.0,91.3,0.0,0,0,0,1,1,1,4.3,111,5.0,66.7,6,6,5.8,1.82,0,0,0.0,66.7,4,0,0.0,6,21.4,0,2,,63.8,53.5,68.6,53.5,,,0,0,6,,85.4,0.0,0,0,0,0,0,0,0.0,40,6.7,0,100.0,6,6,-1.7,1.2,0,0,0.0,100.0,6,0,0.0,6,21.4,0,3,,64.2,66.3,68.6,66.1,,,0,0,6,,86.8,0.0,0,0,0,0,0,0,0.0,29,4.8,1.62
9,Brandon Dawkins,27142,QB,ARIZONA,1,-8.93,0,27,109,38.5,13,15,14.2,3.38,0,1,5.9,33.3,5,10,0.0,27,100.0,0,4,,70.7,40.1,76.1,35.9,,54.8,0,1,31,40.0,56.5,14.8,4,8,0,2,1,2,6.5,116,7.7,42.9,7,8,16.7,3.49,0,1,10.0,37.5,3,7,0.0,15,55.6,0,3,,70.2,50.6,75.2,51.7,,54.7,0,1,19,28.6,82.3,13.3,2,5,0,1,1,1,5.3,94,11.8,33.3,6,7,11.2,3.23,0,0,0.0,28.6,2,3,0.0,12,44.4,0,1,,65.8,31.3,70.7,29.1,,58.7,0,0,12,66.7,40.2,16.7,2,3,0,1,0,1,8.3,22,3.1,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-8.61
9,Tyler Stehling,46429,QB,RICE,1,-39.39,0,27,275,61.1,18,19,8.1,2.82,0,1,5.0,52.6,10,12,9.1,26,96.3,1,6,,68.5,33.8,75.8,29.1,,65.5,0,1,27,41.7,46.4,19.2,5,2,0,1,0,3,11.1,102,5.4,81.8,11,11,4.1,2.92,0,1,8.3,72.7,8,7,11.1,17,63.0,1,5,,67.6,42.1,75.1,32.6,,65.5,0,0,18,57.1,91.5,23.5,4,2,0,0,0,2,11.1,76,6.9,37.5,8,9,11.9,2.52,0,0,0.0,33.3,3,5,0.0,10,37.0,0,1,,65.4,35.4,70.1,35.7,,,0,1,10,20.0,2.8,10.0,1,0,0,1,0,1,10.0,22,2.4,0,100.0,1,1,-5.0,1.5,0,0,0.0,100.0,1,0,0.0,1,3.7,0,0,,60.3,60.6,63.6,60.4,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,-4,-4.0,-4.47
9,Baker Mayfield,46518,QB,OKLAHOMA,1,-13.19,0,27,261,73.9,23,24,11.3,2.74,0,1,3.8,62.5,15,7,11.8,26,96.3,2,14,,69.1,80.6,75.3,82.9,60.0,57.2,0,0,28,14.3,132.8,3.8,1,1,1,0,4,0,0.0,225,9.4,73.3,15,16,8.8,2.44,0,1,6.3,68.8,11,6,0.0,17,63.0,0,9,,68.2,70.6,74.2,70.3,,60.8,0,0,17,16.7,143.8,5.9,1,0,1,0,3,0,0.0,172,10.8,77.8,9,9,13.8,3.04,0,0,0.0,55.6,5,1,28.6,10,37.0,2,5,,65.8,84.3,71.0,88.0,60.0,57.0,0,0,12,0.0,112.3,0.0,0,1,0,0,1,0,0.0,58,6.4,0,100.0,1,1,-5.0,0.6,0,0,0.0,100.0,1,0,0.0,1,3.7,0,0,,60.3,60.8,63.6,60.6,,,0,0,1,,87.5,0.0,0,0,0,0,0,0,0.0,5,5.0,-4.31
9,Aaron Winchester,46433,QB,GA STATE,1,-61.11,0,26,175,61.5,13,15,17.5,3.08,0,1,5.9,53.3,8,9,0.0,23,88.5,0,7,,73.6,61.4,76.1,55.8,,63.7,0,0,25,44.4,76.0,17.4,4,4,0,2,0,0,0.0,106,7.1,68.8,16,18,13.1,2.89,0,1,5.3,61.1,11,9,0.0,26,100.0,0,7,,73.6,63.0,76.2,58.3,,63.7,0,0,27,44.4,79.2,15.4,4,4,0,2,0,0,0.0,113,6.3,,0,0,,,0,0,0.0,,0,0,,0,0.0,0,0,,60.3,55.2,63.6,55.3,,,0,0,1,,0.0,,0,0,0,0,0,0,0.0,0,,0,100.0,3,3,-5.7,1.43,0,0,0.0,100.0,3,0,0.0,3,11.5,0,0,,62.7,64.1,66.6,63.9,,,0,0,3,,79.2,0.0,0,0,0,0,0,0,0.0,7,2.3,-6.28
9,Sean White,46598,QB,AUBURN,1,10.71,0,26,115,78.6,14,15,15.6,2.81,1,1,6.7,60.0,9,7,18.2,19,73.1,2,10,,68.4,90.6,77.6,88.9,,72.9,0,0,19,28.6,104.2,10.5,2,2,0,0,0,0,0.0,200,13.3,84.6,13,14,4.7,2.08,1,1,7.1,64.3,9,4,18.2,17,65.4,2,9,,68.2,88.7,77.5,85.4,,72.9,0,0,17,25.0,112.2,5.9,1,2,0,0,1,0,0.0,110,7.9,75.0,8,8,18.6,3.06,0,0,0.0,75.0,6,3,0.0,9,34.6,0,5,,65.1,77.9,69.8,77.3,,,0,0,9,33.3,116.7,11.1,1,0,0,0,0,0,0.0,137,17.1,0,85.7,7,7,-1.1,1.37,0,0,0.0,85.7,6,0,0.0,7,26.9,0,4,,64.6,68.7,69.1,68.4,,,0,0,7,,134.2,0.0,0,0,0,0,1,0,0.0,47,6.7,9.27
9,Jason Driskel,46547,QB,FAU,1,60.87,0,26,165,47.1,17,19,12.8,3.09,2,0,0.0,26.3,5,9,37.5,21,80.8,3,1,,69.8,49.6,75.4,50.2,,54.9,0,1,22,11.1,17.7,4.8,1,1,0,0,0,0,0.0,34,1.8,57.1,21,23,9.9,2.63,2,0,0.0,39.1,9,8,25.0,24,92.3,3,1,,70.0,52.7,75.7,52.3,,57.2,0,1,25,12.5,29.1,4.2,1,0,0,0,0,0,0.0,41,1.8,100.0,1,1,-2.0,4.1,0,0,0.0,100.0,1,1,0.0,2,7.7,0,1,,61.8,54.9,65.5,60.6,,57.3,0,0,2,0.0,112.5,0.0,0,1,0,0,0,0,0.0,11,11.0,0,100.0,5,5,-2.2,1.3,0,0,0.0,100.0,5,0,0.0,5,19.2,0,1,,63.8,65.7,68.1,65.5,,,0,0,5,,81.7,0.0,0,0,0,0,0,0,0.0,18,3.6,9.22
9,Gus Ragland,39063,QB,MIAMI OH,1,38.89,0,26,221,73.7,19,19,9.1,2.28,0,0,0.0,63.2,12,6,14.3,22,84.6,2,9,,71.3,69.6,22.4,74.4,,58.4,0,0,24,16.7,108.9,4.5,1,2,0,0,1,0,0.0,167,8.8,64.3,14,14,8.6,2.01,0,0,0.0,50.0,7,3,22.2,14,53.8,2,5,,71.1,69.4,17.9,75.9,,57.4,0,0,15,0.0,96.1,0.0,0,0,0,0,1,0,0.0,96,6.9,88.9,9,9,4.1,2.58,0,0,0.0,88.9,8,3,0.0,12,46.2,0,5,,65.8,63.2,71.0,62.5,,61.0,0,0,13,33.3,103.2,8.3,1,2,0,0,0,0,0.0,79,8.8,0,75.0,4,4,-3.8,2.28,0,0,0.0,75.0,3,0,0.0,4,15.4,0,1,,63.3,57.5,67.4,57.4,,,0,0,4,,77.1,0.0,0,0,0,0,0,0,0.0,8,2.0,1.92
9,Trevor Knight,12009,QB,TEXAS A&M,1,0.0,0,26,312,71.4,21,22,11.6,2.58,0,0,0.0,59.1,13,7,13.3,24,92.3,2,11,,68.8,52.3,75.1,60.9,,41.2,0,0,24,14.3,118.0,4.2,1,1,0,1,2,1,4.2,192,8.7,73.3,15,16,7.8,2.51,0,0,0.0,62.5,10,4,9.1,17,65.4,1,9,,68.2,47.3,74.5,57.8,,41.2,0,0,17,0.0,86.5,0.0,0,1,0,1,0,1,5.9,124,7.8,75.0,8,8,14.4,2.49,0,0,0.0,62.5,5,3,16.7,9,34.6,1,3,,65.1,66.4,69.8,66.1,,,0,0,9,33.3,135.4,11.1,1,0,0,0,2,0,0.0,80,10.0,0,100.0,2,2,-5.5,1.6,0,0,0.0,100.0,2,0,0.0,2,7.7,0,1,,61.8,62.9,65.5,62.7,,,0,0,2,,91.7,0.0,0,0,0,0,0,0,0.0,12,6.0,2.25
9,Richard Lagow,45173,QB,INDIANA,1,16.18,0,26,190,66.7,18,20,11.1,2.63,0,0,0.0,55.0,11,6,8.3,21,80.8,1,11,,68.1,80.5,75.7,78.6,,63.2,0,0,23,16.7,82.9,4.8,1,0,0,2,0,0,0.0,168,8.4,64.7,17,17,8.7,2.44,0,0,0.0,58.8,10,3,9.1,17,65.4,1,8,,67.6,71.4,75.3,68.8,,63.2,0,0,18,0.0,83.2,0.0,0,0,0,0,0,0,0.0,131,7.7,100.0,6,8,7.3,2.63,0,0,0.0,75.0,6,3,0.0,9,34.6,0,5,,65.4,86.0,70.1,85.3,,,0,0,10,33.3,104.2,11.1,1,0,0,2,0,0,0.0,76,9.5,0,100.0,5,5,-1.4,2.0,0,0,0.0,100.0,5,0,0.0,5,19.2,0,2,,63.8,65.6,68.1,65.4,,,0,0,5,,99.2,0.0,0,0,0,0,0,0,0.0,39,7.8,1.79
9,Stephen Johnson,38260,QB,KENTUCKY,1,-5.36,0,25,202,60.0,15,17,13.1,2.68,1,1,5.3,47.1,8,4,11.1,19,76.0,1,7,,67.2,61.0,79.0,62.3,,56.3,0,1,21,25.0,77.8,5.3,1,1,0,1,1,1,4.8,169,9.9,73.3,15,16,11.2,2.67,0,1,5.6,62.5,10,4,9.1,18,72.0,1,7,,67.1,66.3,79.2,69.5,59.3,56.3,0,1,20,25.0,115.1,5.6,1,1,0,1,2,1,5.0,182,11.4,66.7,6,7,2.7,1.94,1,0,0.0,57.1,4,1,0.0,7,28.0,0,2,,64.6,50.6,69.1,50.6,,,0,0,7,0.0,65.2,0.0,0,0,0,0,0,0,0.0,26,3.7,0,100.0,6,6,-2.0,1.8,0,0,0.0,100.0,6,1,0.0,6,24.0,0,2,,64.2,64.7,70.5,65.9,59.3,,0,0,6,0.0,133.3,0.0,0,0,0,0,1,0,0.0,39,6.5,-7.67
9,Seth Shuman,40305,QB,GA SOUTHRN,1,11.9,0,25,174,55.0,20,22,11.3,3.28,0,1,4.5,40.9,9,15,18.2,24,96.0,2,5,,67.6,65.3,73.3,62.0,,64.9,0,2,24,6.7,12.1,4.2,1,1,0,2,0,1,4.2,73,3.3,52.6,19,21,11.5,3.31,0,1,4.8,38.1,8,15,20.0,23,92.0,2,5,,67.5,65.1,73.1,61.7,,64.9,0,2,23,6.7,7.9,4.3,1,1,0,2,0,1,4.3,69,3.3,100.0,2,2,3.0,1.75,0,0,0.0,50.0,1,0,50.0,2,8.0,1,0,,61.8,62.8,65.5,62.6,,,0,0,2,,56.3,0.0,0,0,0,0,0,0,0.0,4,2.0,0,100.0,1,1,-1.0,1.1,0,0,0.0,0.0,0,0,100.0,1,4.0,1,0,,60.3,60.6,63.6,60.4,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,-1.29
9,P.J. Walker,12134,QB,TEMPLE,1,-14.71,0,25,306,62.5,16,16,16.3,3.21,0,3,16.7,56.3,9,6,10.0,22,88.0,1,7,,69.4,82.4,77.4,87.2,,60.0,0,0,24,33.3,134.6,9.1,2,4,0,0,2,0,0.0,177,11.1,70.6,17,17,12.6,2.86,0,3,16.7,64.7,11,4,8.3,20,80.0,1,7,,69.2,88.0,77.2,90.9,,59.5,0,0,21,25.0,141.1,5.0,1,2,0,0,2,0,0.0,187,11.0,50.0,2,2,18.0,4.12,0,0,0.0,50.0,1,2,0.0,5,20.0,0,1,,64.2,52.4,68.6,49.7,,60.6,0,0,6,50.0,56.3,20.0,1,2,0,0,0,0,0.0,3,1.5,0,100.0,3,3,-3.3,2.4,0,0,0.0,100.0,3,0,0.0,3,12.0,0,1,,62.7,64.1,66.6,63.9,,,0,0,3,,84.7,0.0,0,0,0,0,0,0,0.0,13,4.3,-9.5
9,Wilton Speight,46399,QB,MICHIGAN,1,-16.18,0,25,222,62.5,24,24,15.5,2.95,0,2,7.1,62.5,15,8,0.0,24,96.0,0,11,,69.1,78.8,76.6,77.1,,64.1,0,1,28,0.0,79.5,0.0,0,0,0,0,0,1,3.6,246,10.3,75.0,8,8,13.0,2.5,0,1,9.1,75.0,6,1,0.0,8,32.0,0,4,,67.6,80.9,75.5,79.4,,64.1,0,0,11,0.0,99.0,0.0,0,0,0,0,0,0,0.0,66,8.3,58.8,17,17,15.6,3.08,0,1,5.6,58.8,10,7,0.0,17,68.0,0,7,,66.8,70.5,72.0,70.0,,,0,1,18,0.0,70.2,0.0,0,0,0,0,0,1,5.6,178,10.5,0,100.0,1,1,-2.0,1.4,0,0,0.0,100.0,1,0,0.0,1,4.0,0,0,,60.3,60.6,63.6,60.4,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,-2,-2.0,2.22
9,Trace McSorley,32819,QB,PENN STATE,1,-3.33,0,24,266,61.1,18,20,15.9,2.81,0,2,9.1,45.0,9,6,18.2,21,87.5,2,9,,70.4,68.9,75.5,72.0,,54.6,0,0,23,16.7,123.8,4.8,1,0,0,2,3,0,0.0,214,10.7,76.9,13,15,10.1,2.75,0,1,6.7,53.3,8,4,20.0,15,62.5,2,8,,70.0,71.0,74.9,76.4,,54.6,0,0,15,0.0,132.5,0.0,0,0,0,2,3,0,0.0,167,11.1,50.0,8,8,18.3,2.61,0,1,10.0,50.0,4,2,0.0,9,37.5,0,2,,65.6,62.7,70.4,62.5,,,0,0,11,50.0,75.5,11.1,1,0,0,0,0,0,0.0,61,7.6,0,100.0,3,3,-3.0,1.9,0,0,0.0,100.0,3,0,0.0,3,12.5,0,1,,62.7,64.1,66.6,63.9,,,0,0,3,,86.1,0.0,0,0,0,0,0,0,0.0,14,4.7,-3.5
9,Shane Buechele,12659,QB,TEXAS,1,-7.14,0,24,311,65.0,20,22,13.5,2.6,0,2,9.1,54.5,12,9,7.7,24,100.0,1,8,,40.0,54.5,22.0,63.5,,44.2,0,1,24,22.2,111.0,8.3,2,0,0,2,2,1,4.2,280,12.7,69.2,13,14,10.2,2.41,0,1,7.1,57.1,8,6,11.1,15,62.5,1,5,,32.1,47.8,17.7,58.9,,44.2,0,1,15,16.7,111.6,6.7,1,0,0,1,2,1,6.7,176,12.6,57.1,7,8,19.6,2.91,0,1,12.5,50.0,4,3,0.0,9,37.5,0,3,,65.1,68.5,69.8,68.1,,,0,0,9,33.3,95.8,11.1,1,0,0,1,0,0,0.0,104,13.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.43
9,David Washington,23616,QB,DOMINION,1,5.13,0,24,263,57.9,19,19,17.5,3.09,0,2,10.5,57.9,11,7,0.0,21,87.5,0,10,,69.2,81.7,11.2,85.7,,57.8,0,1,21,28.6,113.0,9.5,2,0,0,0,2,1,4.8,226,11.9,61.5,13,13,15.2,3.07,0,1,7.7,61.5,8,4,0.0,15,62.5,0,7,,68.8,73.1,6.7,78.0,,57.8,0,1,15,50.0,99.0,13.3,2,0,0,0,1,1,6.7,178,13.7,66.7,9,9,13.9,2.5,0,1,11.1,66.7,6,3,0.0,9,37.5,0,4,,65.1,84.2,69.8,83.4,,,0,0,9,0.0,133.6,0.0,0,0,0,0,1,0,0.0,84,9.3,0,100.0,3,3,-3.3,1.23,0,0,0.0,100.0,3,0,0.0,3,12.5,0,1,,62.7,64.1,66.6,63.9,,,0,0,3,,116.7,0.0,0,0,0,0,0,0,0.0,36,12.0,-4.36
